num_qubits,clause_ratio,solution_probability,solution_count,theta_angle_count
15,3.500,0.900,87,1698
15,3.500,0.900,17,1670
15,3.500,0.900,37,1079
15,3.500,0.900,27,2061
15,3.500,0.900,19,2719
15,3.500,0.900,17,4761
15,3.500,0.900,3,2856
15,3.500,0.900,46,6065
15,3.500,0.900,7,760
15,3.500,0.900,11,1226
15,3.500,0.900,10,5830
15,3.500,0.900,10,1293
15,3.500,0.900,38,2752
15,3.500,0.900,10,719
15,3.500,0.900,22,485
15,3.500,0.900,59,6604
15,3.500,0.900,9,1320
15,3.500,0.900,98,4931
15,3.500,0.900,24,1583
15,3.500,0.900,23,1599
15,3.500,0.900,52,3080
15,3.500,0.900,16,1885
15,3.500,0.900,26,3466
15,3.500,0.900,46,2808
15,3.500,0.900,23,932
15,3.500,0.900,25,1436
15,3.500,0.900,38,3731
15,3.500,0.900,50,932
15,3.500,0.900,30,12029
15,3.500,0.900,10,567
15,3.500,0.900,14,3650
15,3.500,0.900,8,2096
15,3.500,0.900,85,5614
15,3.500,0.900,22,2619
15,3.500,0.900,67,2215
15,3.500,0.900,16,5029
15,3.500,0.900,8,559
15,3.500,0.900,7,1225
15,3.500,0.900,8,414
15,3.500,0.900,21,1912
15,3.500,0.900,5,273
15,3.500,0.900,40,4433
15,3.500,0.900,8,671
15,3.500,0.900,40,3605
15,3.500,0.900,31,3772
15,3.500,0.900,21,3061
15,3.500,0.900,37,2126
15,3.500,0.900,6,1110
15,3.500,0.900,184,2981
15,3.500,0.900,12,988
15,3.500,0.900,28,647
15,3.500,0.900,10,274
15,3.500,0.900,56,2992
15,3.500,0.900,35,978
15,3.500,0.900,8,1646
15,3.500,0.900,7,202
15,3.500,0.900,6,248
15,3.500,0.900,34,3056
15,3.500,0.900,32,4070
15,3.500,0.900,25,2582
15,3.500,0.900,73,12325
15,3.500,0.900,12,3495
15,3.500,0.900,31,2147
15,3.500,0.900,14,1779
15,3.500,0.900,18,2931
15,3.500,0.900,17,1103
15,3.500,0.900,51,2429
15,3.500,0.900,1,1070
15,3.500,0.900,1,358
15,3.500,0.900,4,322
15,3.500,0.900,25,4610
15,3.500,0.900,15,488
15,3.500,0.900,10,1276
15,3.500,0.900,10,198
15,3.500,0.900,33,1160
15,3.500,0.900,19,6600
15,3.500,0.900,9,960
15,3.500,0.900,35,1454
15,3.500,0.900,25,1815
15,3.500,0.900,59,3717
15,3.500,0.900,49,1011
15,3.500,0.900,2,3332
15,3.500,0.900,44,8655
15,3.500,0.900,12,1508
15,3.500,0.900,2,367
15,3.500,0.900,19,4358
15,3.500,0.900,16,1089
15,3.500,0.900,12,1694
15,3.500,0.900,2,1033
15,3.500,0.900,11,587
15,3.500,0.900,11,2695
15,3.500,0.900,5,922
15,3.500,0.900,4,1119
15,3.500,0.900,23,3852
15,3.500,0.900,2,1680
15,3.500,0.900,6,186
15,3.500,0.900,1,2200
15,3.500,0.900,27,1088
15,3.500,0.900,8,1881
15,3.500,0.900,59,6182
15,3.500,0.900,18,2933
15,3.500,0.900,1,348
15,3.500,0.900,5,5478
15,3.500,0.900,50,1312
15,3.500,0.900,18,2055
15,3.500,0.900,36,1555
15,3.500,0.900,39,3643
15,3.500,0.900,49,1841
15,3.500,0.900,21,2852
15,3.500,0.900,33,1647
15,3.500,0.900,64,1874
15,3.500,0.900,3,425
15,3.500,0.900,10,745
15,3.500,0.900,14,490
15,3.500,0.900,55,9230
15,3.500,0.900,190,5708
15,3.500,0.900,29,2294
15,3.500,0.900,26,1409
15,3.500,0.900,2,62
15,3.500,0.900,5,4303
15,3.500,0.900,9,207
15,3.500,0.900,13,5086
15,3.500,0.900,2,202
15,3.500,0.900,11,1037
15,3.500,0.900,31,2178
15,3.500,0.900,89,6307
15,3.500,0.900,5,1656
15,3.500,0.900,1,159
15,3.500,0.900,16,1160
15,3.500,0.900,17,2346
15,3.500,0.900,11,1672
15,3.500,0.900,18,165
15,3.500,0.900,16,1129
15,3.500,0.900,103,1997
15,3.500,0.900,31,1943
15,3.500,0.900,36,4354
15,3.500,0.900,5,1056
15,3.500,0.900,5,1900
15,3.500,0.900,29,2689
15,3.500,0.900,18,502
15,3.500,0.900,36,1071
15,3.500,0.900,44,954
15,3.500,0.900,65,10941
15,3.500,0.900,46,2160
15,3.500,0.900,6,614
15,3.500,0.900,31,2824
15,3.500,0.900,31,4475
15,3.500,0.900,27,2485
15,3.500,0.900,18,815
15,3.500,0.900,14,550
15,3.500,0.900,40,5123
15,3.500,0.950,9,827
15,3.500,0.950,20,1290
15,3.500,0.950,9,3827
15,3.500,0.950,26,2668
15,3.500,0.950,44,816
15,3.500,0.950,20,519
15,3.500,0.950,8,3341
15,3.500,0.950,21,5370
15,3.500,0.950,38,1323
15,3.500,0.950,54,4355
15,3.500,0.950,20,6114
15,3.500,0.950,28,454
15,3.500,0.950,7,1702
15,3.500,0.950,16,2895
15,3.500,0.950,30,404
15,3.500,0.950,36,1396
15,3.500,0.950,16,2155
15,3.500,0.950,6,496
15,3.500,0.950,47,1398
15,3.500,0.950,23,7650
15,3.500,0.950,44,16147
15,3.500,0.950,8,524
15,3.500,0.950,4,56
15,3.500,0.950,18,1672
15,3.500,0.950,60,706
15,3.500,0.950,12,5026
15,3.500,0.950,116,1496
15,3.500,0.950,3,343
15,3.500,0.950,18,2112
15,3.500,0.950,38,2597
15,3.500,0.950,10,1464
15,3.500,0.950,26,2268
15,3.500,0.950,62,1126
15,3.500,0.950,12,232
15,3.500,0.950,60,2169
15,3.500,0.950,28,4177
15,3.500,0.950,25,1215
15,3.500,0.950,53,5117
15,3.500,0.950,4,834
15,3.500,0.950,134,2493
15,3.500,0.950,15,1770
15,3.500,0.950,7,386
15,3.500,0.950,53,7781
15,3.500,0.950,15,630
15,3.500,0.950,19,4199
15,3.500,0.950,12,5201
15,3.500,0.950,29,3095
15,3.500,0.950,62,5470
15,3.500,0.950,12,331
15,3.500,0.950,6,974
15,3.500,0.950,18,1114
15,3.500,0.950,18,1516
15,3.500,0.950,9,1347
15,3.500,0.950,67,1672
15,3.500,0.950,11,1783
15,3.500,0.950,14,5436
15,3.500,0.950,131,1484
15,3.500,0.950,14,337
15,3.500,0.950,8,479
15,3.500,0.950,13,689
15,3.500,0.950,6,767
15,3.500,0.950,78,2803
15,3.500,0.950,4,110
15,3.500,0.950,12,1251
15,3.500,0.950,12,798
15,3.500,0.950,66,1774
15,3.500,0.950,21,1449
15,3.500,0.950,8,782
15,3.500,0.950,25,1463
15,3.500,0.950,12,2433
15,3.500,0.950,15,1877
15,3.500,0.950,22,1231
15,3.500,0.950,2,246
15,3.500,0.950,5,899
15,3.500,0.950,7,2832
15,3.500,0.950,6,358
15,3.500,0.950,13,1153
15,3.500,0.950,22,2578
15,3.500,0.950,2,179
15,3.500,0.950,2,438
15,3.500,0.950,5,1661
15,3.500,0.950,8,1436
15,3.500,0.950,23,3234
15,3.500,0.950,9,299
15,3.500,0.950,18,1470
15,3.500,0.950,2,1451
15,3.500,0.950,1,1519
15,3.500,0.950,2,1552
15,3.500,0.950,126,2974
15,3.500,0.950,4,476
15,3.500,0.950,13,2306
15,3.500,0.950,16,317
15,3.500,0.950,27,3829
15,3.500,0.950,62,10280
15,3.500,0.950,16,1828
15,3.500,0.950,45,5726
15,3.500,0.950,26,2478
15,3.500,0.950,19,727
15,3.500,0.950,16,3274
15,3.500,0.950,9,1691
15,3.500,0.950,25,3706
15,3.500,0.950,4,640
15,3.500,0.950,16,3042
15,3.500,0.950,48,2191
15,3.500,0.950,5,1327
15,3.500,0.950,41,5138
15,3.500,0.950,31,1240
15,3.500,0.950,103,2204
15,3.500,0.950,48,1666
15,3.500,0.950,31,3687
15,3.500,0.950,55,746
15,3.500,0.950,33,3561
15,3.500,0.950,79,2204
15,3.500,0.950,6,2432
15,3.500,0.950,20,531
15,3.500,0.950,73,630
15,3.500,0.950,31,2274
15,3.500,0.950,16,1929
15,3.500,0.950,37,4531
15,3.500,0.950,30,6664
15,3.500,0.950,20,1034
15,3.500,0.950,48,1916
15,3.500,0.950,6,2735
15,3.500,0.950,2,681
15,3.500,0.950,8,480
15,3.500,0.950,9,593
15,3.500,0.950,78,1912
15,3.500,0.950,16,2715
15,3.500,0.950,17,4137
15,3.500,0.950,31,1259
15,3.500,0.950,14,680
15,3.500,0.950,4,900
15,3.500,0.950,2,89
15,3.500,0.950,6,116
15,3.500,0.950,15,496
15,3.500,0.950,1,122
15,3.500,0.950,64,6251
15,3.500,0.950,9,1878
15,3.500,0.950,15,4166
15,3.500,0.950,14,475
15,3.500,0.950,23,3395
15,3.500,0.950,17,8415
15,3.500,0.950,27,1387
15,3.500,0.950,14,1110
15,3.500,0.950,3,215
15,3.500,0.950,27,4391
15,3.500,0.950,10,2386
15,3.500,0.950,28,914
15,3.500,0.950,103,1894
15,3.500,0.950,21,1562
15,3.500,0.950,5,1838
15,3.500,0.950,5,269
15,3.500,0.950,62,918
15,3.500,0.950,26,5897
15,3.500,0.950,6,662
15,3.500,0.950,6,654
15,3.500,0.950,17,4817
15,3.500,0.950,35,1176
15,3.500,0.950,11,1282
15,3.500,0.950,71,403
15,3.500,0.950,18,3140
15,3.500,0.950,7,2202
15,3.500,0.950,6,942
15,3.500,0.950,21,3041
15,3.500,0.950,28,3625
15,3.500,0.950,9,2993
15,3.500,0.950,12,247
15,3.500,0.950,109,1901
15,3.500,0.950,4,1033
15,3.500,0.950,46,2006
15,3.500,0.950,23,2189
15,3.500,0.950,56,9606
15,3.500,0.950,82,5567
15,3.500,0.950,14,2371
15,3.500,0.950,18,625
15,3.500,0.950,34,3168
15,3.500,0.950,52,1619
15,3.500,0.950,107,5758
15,3.500,0.950,13,998
15,3.500,0.950,1,818
15,3.500,0.950,70,5829
15,3.500,0.950,3,545
15,3.500,0.950,13,687
15,3.500,0.950,14,1909
15,3.500,0.950,17,663
15,3.500,0.950,3,2382
15,3.500,0.950,9,1836
15,3.500,0.950,72,4498
15,3.500,0.950,31,1327
15,3.500,0.950,42,2789
15,3.500,0.950,22,2899
15,3.500,0.950,13,1489
15,3.500,0.950,22,670
15,3.500,0.950,7,3472
15,3.500,0.950,46,2972
15,3.500,0.950,24,2397
15,3.500,0.950,54,3845
15,3.500,0.950,11,4437
15,3.500,0.950,26,3247
15,3.500,0.950,9,1687
15,3.500,0.950,29,1904
15,3.500,0.950,58,4663
15,3.500,0.950,32,554
15,3.500,0.950,73,6712
15,3.500,0.950,14,7884
15,3.500,0.950,4,559
15,3.500,0.950,6,282
15,3.500,0.950,6,2135
15,3.500,0.950,29,969
15,3.500,0.950,18,1735
15,3.500,0.950,16,636
15,3.500,0.950,16,114
15,3.500,0.950,10,434
15,3.500,0.950,31,2048
15,3.500,0.950,3,865
15,3.500,0.950,16,1287
15,3.500,0.950,5,852
15,3.500,0.950,16,654
15,3.500,0.950,8,170
15,3.500,0.950,71,9957
15,3.500,0.950,19,875
15,3.500,0.950,47,1353
15,3.500,0.950,23,620
15,3.500,0.950,65,10399
15,3.500,0.950,87,5708
15,3.500,0.950,11,1237
15,3.500,0.950,2,404
15,3.500,0.950,32,1323
15,3.500,0.950,45,2349
15,3.500,0.950,42,4815
15,3.500,0.950,7,811
15,3.500,0.950,9,2187
15,3.500,0.950,2,206
15,3.500,0.950,29,2149
15,3.500,0.950,2,498
15,3.500,0.950,5,850
15,3.500,0.950,13,2076
15,3.500,0.950,10,8428
15,3.500,0.950,16,1428
15,3.500,0.950,28,2464
15,3.500,0.950,19,1759
15,3.500,0.950,26,1517
15,3.500,0.950,16,807
15,3.500,0.950,12,3560
15,3.500,0.950,3,663
15,3.500,0.950,25,1108
15,3.500,0.950,8,3778
15,3.500,0.950,9,412
15,3.500,0.950,47,3066
15,3.500,0.950,27,3971
15,3.500,0.950,1,1433
15,3.500,0.950,24,935
15,3.500,0.950,169,2203
15,3.500,0.950,2,654
15,3.500,0.950,11,4142
15,3.500,0.950,5,1816
15,3.500,0.950,6,1456
15,3.500,0.950,22,2414
15,3.500,0.950,3,232
15,3.500,0.950,10,1793
15,3.500,0.950,25,1199
15,3.500,0.950,18,6639
15,3.500,0.950,12,1593
15,3.500,0.950,13,878
15,3.500,0.950,49,2220
15,3.500,0.950,3,339
15,3.500,0.950,30,4465
15,3.500,0.950,78,2437
15,3.500,0.950,18,1110
15,3.500,0.950,10,4596
15,3.500,0.950,6,1750
15,3.500,0.950,82,5212
15,3.500,0.950,3,335
15,3.500,0.950,16,1336
15,3.500,0.950,38,1360
15,3.500,0.950,27,1418
15,3.500,0.950,9,580
15,3.500,0.950,30,2342
15,3.500,0.950,45,5218
15,3.500,0.950,48,3748
15,3.500,0.950,11,3986
15,3.500,0.950,20,1494
15,3.500,0.950,5,2467
15,3.500,0.950,18,2752
15,3.500,1.000,16,57
15,3.500,1.000,3,17
15,3.500,1.000,40,51
15,3.500,1.000,21,69
15,3.500,1.000,59,54
15,3.500,1.000,148,201
15,3.500,1.000,4,19
15,3.500,1.000,31,71
15,3.500,1.000,17,26
15,3.500,1.000,6,12
15,3.500,1.000,21,37
15,3.500,1.000,1,8
15,3.500,1.000,59,57
15,3.500,1.000,9,27
15,3.500,1.000,16,33
15,3.500,1.000,15,60
15,3.500,1.000,11,40
15,3.500,1.000,16,35
15,3.500,1.000,9,19
15,3.500,1.000,17,44
15,3.500,1.000,1,6
15,3.500,1.000,10,34
15,3.500,1.000,20,60
15,3.500,1.000,31,73
15,3.500,1.000,61,100
15,3.500,1.000,60,88
15,3.500,1.000,6,12
15,3.500,1.000,75,71
15,3.500,1.000,7,18
15,3.500,1.000,8,28
15,3.500,1.000,21,68
15,3.500,1.000,14,34
15,3.500,1.000,1,7
15,3.500,1.000,23,46
15,3.500,1.000,35,68
15,3.500,1.000,46,80
15,3.500,1.000,24,59
15,3.500,1.000,22,52
15,3.500,1.000,14,20
15,3.500,1.000,37,50
15,3.500,1.000,25,93
15,3.500,1.000,7,24
15,3.500,1.000,38,94
15,3.500,1.000,24,38
15,3.500,1.000,31,79
15,3.500,1.000,1,10
15,3.500,1.000,5,16
15,3.500,1.000,15,39
15,3.500,1.000,15,29
15,3.500,1.000,47,95
15,3.500,1.000,17,41
15,3.500,1.000,47,72
15,3.500,1.000,126,133
15,3.500,1.000,25,67
15,3.500,1.000,30,67
15,3.500,1.000,45,65
15,3.500,1.000,27,70
15,3.500,1.000,1,9
15,3.500,1.000,11,25
15,3.500,1.000,116,101
15,3.500,1.000,5,28
15,3.500,1.000,67,151
15,3.500,1.000,1,7
15,3.500,1.000,8,15
15,3.500,1.000,14,31
15,3.500,1.000,23,43
15,3.500,1.000,140,134
15,3.500,1.000,9,33
15,3.500,1.000,3,11
15,3.500,1.000,3,11
15,3.500,1.000,21,28
15,3.500,1.000,16,33
15,3.500,1.000,36,77
15,3.500,1.000,27,84
15,3.500,1.000,32,18
15,3.500,1.000,7,21
15,3.500,1.000,10,41
15,3.500,1.000,28,42
15,3.500,1.000,20,34
15,3.500,1.000,10,33
15,3.500,1.000,25,50
15,3.500,1.000,9,40
15,3.500,1.000,26,43
15,3.500,1.000,11,21
15,3.500,1.000,7,22
15,3.500,1.000,7,25
15,3.500,1.000,14,31
15,3.500,1.000,22,39
15,3.500,1.000,34,63
15,3.500,1.000,16,35
15,3.500,1.000,58,66
15,3.500,1.000,17,51
15,3.500,1.000,6,19
15,3.500,1.000,5,18
15,3.500,1.000,15,43
15,3.500,1.000,23,37
15,3.500,1.000,23,35
15,3.500,1.000,61,129
15,3.500,1.000,65,94
15,3.500,1.000,46,80
15,3.500,1.000,41,73
15,3.500,1.000,15,34
15,3.500,1.000,4,12
15,3.500,1.000,22,47
15,3.500,1.000,40,93
15,3.500,1.000,23,61
15,3.500,1.000,8,8
15,3.500,1.000,34,55
15,3.500,1.000,3,9
15,3.500,1.000,31,57
15,3.500,1.000,73,146
15,3.500,1.000,36,78
15,3.500,1.000,12,19
15,3.500,1.000,49,100
15,3.500,1.000,49,71
15,3.500,1.000,12,29
15,3.500,1.000,36,57
15,3.500,1.000,114,197
15,3.500,1.000,1,10
15,3.500,1.000,7,29
15,3.500,1.000,35,54
15,3.500,1.000,89,112
15,3.500,1.000,4,17
15,3.500,1.000,48,57
15,3.500,1.000,22,23
15,3.500,1.000,3,8
15,3.500,1.000,38,67
15,3.500,1.000,10,18
15,3.500,1.000,16,23
15,3.500,1.000,13,41
15,3.500,1.000,22,73
15,3.500,1.000,46,63
15,3.500,1.000,53,104
15,3.500,1.000,19,30
15,3.500,1.000,113,91
15,3.500,1.000,13,37
15,3.500,1.000,7,20
15,3.500,1.000,30,83
15,3.500,1.000,24,54
15,3.500,1.000,73,83
15,3.500,1.000,89,126
15,3.500,1.000,11,29
15,3.500,1.000,12,16
15,3.500,1.000,24,48
15,3.500,1.000,11,33
15,3.500,1.000,45,53
15,3.500,1.000,22,59
15,3.500,1.000,62,56
15,3.500,1.000,19,38
15,3.500,1.000,29,49
15,3.500,1.000,25,58
15,3.500,1.000,8,25
15,3.500,1.000,11,25
15,3.500,1.000,13,42
15,3.500,1.000,6,23
15,3.500,1.000,27,62
15,3.500,1.000,5,17
15,3.500,1.000,23,62
15,3.500,1.000,100,115
15,3.500,1.000,5,10
15,3.500,1.000,29,45
15,3.500,1.000,89,172
15,3.500,1.000,34,111
15,3.500,1.000,30,34
15,3.500,1.000,18,39
15,3.500,1.000,47,55
15,3.500,1.000,20,49
15,3.500,1.000,35,62
15,3.500,1.000,16,32
15,3.500,1.000,11,46
15,3.500,1.000,23,41
15,3.500,1.000,26,59
15,3.500,1.000,37,80
15,3.500,1.000,3,10
15,3.500,1.000,19,93
15,3.500,1.000,15,32
15,3.500,1.000,19,55
15,3.500,1.000,4,12
15,3.500,1.000,23,51
15,3.500,1.000,41,115
15,3.500,1.000,10,26
15,3.500,1.000,21,37
15,3.500,1.000,10,19
15,3.500,1.000,22,50
15,3.500,1.000,22,27
15,3.500,1.000,8,39
15,3.500,1.000,19,71
15,3.500,1.000,56,82
15,3.500,1.000,28,83
15,3.500,1.000,5,15
15,3.500,1.000,9,17
15,3.500,1.000,24,50
15,3.500,1.000,48,117
15,3.500,1.000,2,8
15,3.500,1.000,1,7
15,3.500,1.000,20,34
15,3.500,1.000,87,116
15,3.500,1.000,21,40
15,3.500,1.000,15,26
15,3.500,1.000,9,23
15,3.500,1.000,11,41
15,3.500,1.000,26,24
15,3.500,1.000,1,3
15,3.500,1.000,1,9
15,3.500,1.000,3,10
15,3.500,1.000,8,15
15,3.500,1.000,20,73
15,3.500,1.000,9,19
15,3.500,1.000,31,60
15,3.500,1.000,30,76
15,3.500,1.000,21,49
15,3.500,1.000,73,125
15,3.500,1.000,82,114
15,3.500,1.000,32,35
15,3.500,1.000,9,12
15,3.500,1.000,51,133
15,3.500,1.000,27,41
15,3.500,1.000,35,54
15,3.500,1.000,197,201
15,3.500,1.000,18,24
15,3.500,1.000,22,86
15,3.500,1.000,26,50
15,3.500,1.000,55,92
15,3.500,1.000,27,37
15,3.500,1.000,15,21
15,3.500,1.000,13,29
15,3.500,1.000,53,80
15,3.500,1.000,47,98
15,3.500,1.000,32,71
15,3.500,1.000,4,9
15,3.500,1.000,8,28
15,3.500,1.000,14,42
15,3.500,1.000,22,61
15,3.500,1.000,4,9
15,3.500,1.000,11,46
15,3.500,1.000,53,73
15,3.500,1.000,6,19
15,3.500,1.000,35,73
15,3.500,1.000,7,21
15,3.500,1.000,66,24
15,3.500,1.000,14,11
15,3.500,1.000,7,27
15,3.500,1.000,23,48
15,3.500,1.000,17,26
15,3.500,1.000,1,8
15,3.500,1.000,27,63
15,3.500,1.000,44,110
15,3.500,1.000,12,50
15,3.500,1.000,11,44
15,3.500,1.000,41,53
15,3.500,1.000,17,37
15,3.500,1.000,7,26
15,3.500,1.000,4,13
15,3.500,1.000,44,82
15,3.500,1.000,2,7
15,3.500,1.000,8,20
15,3.500,1.000,3,7
15,3.500,1.000,13,45
15,3.500,1.000,2,8
15,3.500,1.000,18,59
15,3.500,1.000,3,12
15,3.500,1.000,46,45
15,3.500,1.000,10,26
15,3.500,1.000,16,29
15,3.500,1.000,9,39
15,3.500,1.000,2,8
15,3.500,1.000,43,67
15,3.500,1.000,21,53
15,3.500,1.000,28,39
15,3.500,1.000,31,64
15,3.500,1.000,20,44
15,3.500,1.000,20,37
15,3.500,1.000,12,28
15,3.500,1.000,25,48
15,3.500,1.000,2,9
15,3.500,1.000,34,78
15,3.500,1.000,54,128
15,3.500,1.000,27,97
15,3.500,1.000,48,90
15,3.500,1.000,14,35
15,3.500,1.000,29,46
15,3.500,1.000,157,177
15,3.500,1.000,4,6
15,3.500,1.000,24,30
15,3.500,1.000,24,43
15,3.500,1.000,6,33
16,3.500,0.200,9,1841
16,3.500,0.200,70,2404
16,3.500,0.200,131,12349
16,3.500,0.200,25,3541
16,3.500,0.200,58,5669
16,3.500,0.200,30,6183
16,3.500,0.200,26,829
16,3.500,0.200,19,3080
16,3.500,0.200,26,1743
16,3.500,0.200,35,4860
16,3.500,0.200,28,5710
16,3.500,0.200,25,5940
16,3.500,0.200,11,2260
16,3.500,0.200,88,1617
16,3.500,0.200,3,2608
16,3.500,0.200,23,1538
16,3.500,0.200,14,1418
16,3.500,0.200,91,11671
16,3.500,0.200,18,2974
16,3.500,0.200,36,517
16,3.500,0.200,6,1435
16,3.500,0.200,62,6622
16,3.500,0.200,23,5581
16,3.500,0.200,38,5060
16,3.500,0.200,53,3594
16,3.500,0.200,35,4551
16,3.500,0.200,44,6180
16,3.500,0.200,46,12014
16,3.500,0.200,2,1095
16,3.500,0.200,14,2436
16,3.500,0.200,76,11016
16,3.500,0.200,2,354
16,3.500,0.200,31,4797
16,3.500,0.200,16,1633
16,3.500,0.200,9,1227
16,3.500,0.200,104,17115
16,3.500,0.200,45,8497
16,3.500,0.200,3,10453
16,3.500,0.200,31,7791
16,3.500,0.200,28,2813
16,3.500,0.200,50,8974
16,3.500,0.200,10,13667
16,3.500,0.200,9,657
16,3.500,0.200,8,1564
16,3.500,0.200,37,1166
16,3.500,0.200,63,9157
16,3.500,0.200,66,11984
16,3.500,0.200,104,3740
16,3.500,0.200,34,16616
16,3.500,0.200,2,1308
16,3.500,0.200,8,1663
16,3.500,0.200,7,1551
16,3.500,0.200,140,4519
16,3.500,0.200,12,4241
16,3.500,0.200,8,114
16,3.500,0.200,15,4693
16,3.500,0.200,35,1980
16,3.500,0.200,60,8035
16,3.500,0.200,72,9369
16,3.500,0.200,40,6124
16,3.500,0.200,61,6039
16,3.500,0.200,22,2603
16,3.500,0.200,10,1546
16,3.500,0.200,74,7274
16,3.500,0.200,93,13857
16,3.500,0.200,30,8170
16,3.500,0.200,3,627
16,3.500,0.200,2,280
16,3.500,0.200,2,1683
16,3.500,0.200,10,1279
16,3.500,0.200,67,12071
16,3.500,0.200,13,11942
16,3.500,0.200,41,4028
16,3.500,0.200,4,789
16,3.500,0.200,108,12190
16,3.500,0.200,13,2739
16,3.500,0.200,12,195
16,3.500,0.200,3,458
16,3.500,0.200,13,2355
16,3.500,0.200,18,2912
16,3.500,0.200,55,11283
16,3.500,0.200,28,961
16,3.500,0.200,25,4607
16,3.500,0.200,70,2168
16,3.500,0.200,11,7023
16,3.500,0.200,5,2194
16,3.500,0.200,62,2646
16,3.500,0.200,36,1252
16,3.500,0.200,3,205
16,3.500,0.200,12,1323
16,3.500,0.200,20,3805
16,3.500,0.200,135,5601
16,3.500,0.200,14,2792
16,3.500,0.200,16,4314
16,3.500,0.200,23,3586
16,3.500,0.200,88,5200
16,3.500,0.200,6,1816
16,3.500,0.200,2,123
16,3.500,0.200,15,2795
16,3.500,0.200,2,924
16,3.500,0.200,13,4894
16,3.500,0.200,3,379
16,3.500,0.200,3,355
16,3.500,0.200,10,4368
16,3.500,0.200,18,5121
16,3.500,0.200,6,1604
16,3.500,0.200,7,743
16,3.500,0.200,11,18394
16,3.500,0.200,59,6295
16,3.500,0.200,33,4373
16,3.500,0.200,4,192
16,3.500,0.200,18,3475
16,3.500,0.200,19,5863
16,3.500,0.200,10,5270
16,3.500,0.200,8,12564
16,3.500,0.200,30,1279
16,3.500,0.200,53,1794
16,3.500,0.200,11,2641
16,3.500,0.200,7,1483
16,3.500,0.200,6,2159
16,3.500,0.200,13,1701
16,3.500,0.200,53,2055
16,3.500,0.200,20,6891
16,3.500,0.200,102,6226
16,3.500,0.200,20,435
16,3.500,0.200,52,25873
16,3.500,0.200,3,4431
16,3.500,0.200,43,2306
16,3.500,0.200,120,3731
16,3.500,0.200,108,4577
16,3.500,0.200,29,1635
16,3.500,0.200,1,256
16,3.500,0.200,44,8413
16,3.500,0.200,25,4479
16,3.500,0.200,69,10121
16,3.500,0.200,1,377
16,3.500,0.200,140,4278
16,3.500,0.200,34,32067
16,3.500,0.200,59,1417
16,3.500,0.200,36,2816
16,3.500,0.200,75,2035
16,3.500,0.200,4,1327
16,3.500,0.200,16,1750
16,3.500,0.200,50,7926
16,3.500,0.200,35,9676
16,3.500,0.200,16,3967
16,3.500,0.200,58,5033
16,3.500,0.200,121,10738
16,3.500,0.200,27,1868
16,3.500,0.200,9,16528
16,3.500,0.200,11,3834
16,3.500,0.200,24,1900
16,3.500,0.200,144,9723
16,3.500,0.200,152,9452
16,3.500,0.200,49,5208
16,3.500,0.200,61,6388
16,3.500,0.200,8,1351
16,3.500,0.200,96,5612
16,3.500,0.200,50,3318
16,3.500,0.200,42,4973
16,3.500,0.200,63,1741
16,3.500,0.200,45,6181
16,3.500,0.200,45,7333
16,3.500,0.200,21,2260
16,3.500,0.200,26,3480
16,3.500,0.200,16,666
16,3.500,0.200,29,5809
16,3.500,0.200,35,1995
16,3.500,0.200,2,1489
16,3.500,0.200,21,3178
16,3.500,0.200,2,3663
16,3.500,0.200,17,2367
16,3.500,0.200,9,1711
16,3.500,0.200,30,1449
16,3.500,0.200,31,4360
16,3.500,0.200,18,4240
16,3.500,0.200,221,5488
16,3.500,0.200,17,2657
16,3.500,0.200,26,8903
16,3.500,0.200,31,3225
16,3.500,0.200,7,1679
16,3.500,0.200,50,3339
16,3.500,0.200,22,2811
16,3.500,0.200,22,800
16,3.500,0.200,15,2836
16,3.500,0.200,18,815
16,3.500,0.200,35,3701
16,3.500,0.200,8,1246
16,3.500,0.200,23,6477
16,3.500,0.200,14,471
16,3.500,0.200,15,7394
16,3.500,0.200,28,2032
16,3.500,0.200,33,2425
16,3.500,0.200,18,2953
16,3.500,0.200,10,4997
16,3.500,0.200,20,605
16,3.500,0.200,7,2382
16,3.500,0.200,15,6313
16,3.500,0.200,10,2210
16,3.500,0.200,20,1572
16,3.500,0.200,1,1217
16,3.500,0.200,36,1835
16,3.500,0.200,51,807
16,3.500,0.200,16,1345
16,3.500,0.200,41,4179
16,3.500,0.200,119,15174
16,3.500,0.200,73,13442
16,3.500,0.200,6,2085
16,3.500,0.200,99,5379
16,3.500,0.200,89,4738
16,3.500,0.200,83,6841
16,3.500,0.200,9,2109
16,3.500,0.200,7,1993
16,3.500,0.200,2,254
16,3.500,0.200,11,1123
16,3.500,0.200,47,6459
16,3.500,0.200,38,2700
16,3.500,0.200,105,9554
16,3.500,0.200,34,2288
16,3.500,0.200,54,10878
16,3.500,0.200,14,10853
16,3.500,0.200,5,352
16,3.500,0.200,4,724
16,3.500,0.200,94,16046
16,3.500,0.200,56,4890
16,3.500,0.200,6,705
16,3.500,0.200,33,7036
16,3.500,0.200,27,4619
16,3.500,0.200,129,4747
16,3.500,0.200,6,447
16,3.500,0.200,58,8022
16,3.500,0.200,21,3099
16,3.500,0.200,9,1721
16,3.500,0.200,86,3026
16,3.500,0.200,40,5604
16,3.500,0.200,32,3023
16,3.500,0.200,15,2018
16,3.500,0.200,10,2347
16,3.500,0.200,42,18575
16,3.500,0.200,8,2232
