num_qubits,clause_ratio,solution_probability,solution_count,theta_angle_count
6,3.500,0.200,2,22
6,3.500,0.200,2,12
6,3.500,0.200,2,15
6,3.500,0.200,5,40
6,3.500,0.200,3,31
6,3.500,0.200,7,27
6,3.500,0.200,4,26
6,3.500,0.200,5,29
6,3.500,0.200,5,44
6,3.500,0.200,1,25
6,3.500,0.200,1,15
6,3.500,0.200,4,17
6,3.500,0.200,6,27
6,3.500,0.200,1,63
6,3.500,0.200,2,33
6,3.500,0.200,1,63
6,3.500,0.200,2,14
6,3.500,0.200,4,37
6,3.500,0.200,1,30
6,3.500,0.200,4,35
6,3.500,0.200,4,27
6,3.500,0.200,2,21
6,3.500,0.200,1,33
6,3.500,0.200,2,34
6,3.500,0.200,4,21
6,3.500,0.200,4,36
6,3.500,0.200,2,40
6,3.500,0.200,6,35
6,3.500,0.200,4,24
6,3.500,0.200,5,48
6,3.500,0.200,3,30
6,3.500,0.200,5,30
6,3.500,0.200,2,13
6,3.500,0.200,1,19
6,3.500,0.200,3,24
6,3.500,0.200,2,12
6,3.500,0.200,4,46
6,3.500,0.200,6,39
6,3.500,0.200,5,50
6,3.500,0.200,4,50
6,3.500,0.200,9,38
6,3.500,0.200,3,16
6,3.500,0.200,1,15
6,3.500,0.200,3,21
6,3.500,0.200,1,18
6,3.500,0.200,3,33
6,3.500,0.200,1,25
6,3.500,0.200,1,17
6,3.500,0.200,3,48
6,3.500,0.200,3,23
6,3.500,0.200,3,29
6,3.500,0.200,4,39
6,3.500,0.200,2,11
6,3.500,0.200,1,38
6,3.500,0.200,2,17
6,3.500,0.200,1,25
6,3.500,0.200,3,30
6,3.500,0.200,1,22
6,3.500,0.200,5,18
6,3.500,0.200,4,31
6,3.500,0.200,2,48
6,3.500,0.200,5,31
6,3.500,0.200,4,31
6,3.500,0.200,4,9
6,3.500,0.200,2,25
6,3.500,0.200,1,13
6,3.500,0.200,1,19
6,3.500,0.200,2,12
6,3.500,0.200,7,33
6,3.500,0.200,6,39
6,3.500,0.200,1,11
6,3.500,0.200,4,24
6,3.500,0.200,5,48
6,3.500,0.200,1,48
6,3.500,0.200,1,23
6,3.500,0.200,4,18
6,3.500,0.200,6,59
6,3.500,0.200,1,22
6,3.500,0.200,3,19
6,3.500,0.200,4,22
6,3.500,0.200,2,32
6,3.500,0.200,2,21
6,3.500,0.200,2,17
6,3.500,0.200,6,42
6,3.500,0.200,3,37
6,3.500,0.200,5,51
6,3.500,0.200,4,25
6,3.500,0.200,6,41
6,3.500,0.200,11,31
6,3.500,0.200,5,47
6,3.500,0.200,4,18
6,3.500,0.200,3,49
6,3.500,0.200,2,44
6,3.500,0.200,2,18
6,3.500,0.200,2,42
6,3.500,0.200,1,25
6,3.500,0.200,1,29
6,3.500,0.200,3,32
6,3.500,0.200,2,39
6,3.500,0.200,2,32
6,3.500,0.200,4,25
6,3.500,0.200,1,48
6,3.500,0.200,3,25
6,3.500,0.200,2,11
6,3.500,0.200,2,17
6,3.500,0.200,4,10
6,3.500,0.200,1,16
6,3.500,0.200,4,33
6,3.500,0.200,7,22
6,3.500,0.200,4,24
6,3.500,0.200,5,26
6,3.500,0.200,1,22
6,3.500,0.200,2,35
6,3.500,0.200,1,16
6,3.500,0.200,3,20
6,3.500,0.200,2,25
6,3.500,0.200,1,21
6,3.500,0.200,5,30
6,3.500,0.200,4,37
6,3.500,0.200,3,19
6,3.500,0.200,2,16
6,3.500,0.200,5,26
6,3.500,0.200,4,27
6,3.500,0.200,1,19
6,3.500,0.200,2,33
6,3.500,0.200,1,38
6,3.500,0.200,1,16
6,3.500,0.200,3,27
6,3.500,0.200,4,35
6,3.500,0.200,9,36
6,3.500,0.200,3,31
6,3.500,0.200,7,39
6,3.500,0.200,1,15
6,3.500,0.200,3,30
6,3.500,0.200,6,18
6,3.500,0.200,5,29
6,3.500,0.200,4,24
6,3.500,0.200,4,20
6,3.500,0.200,1,17
6,3.500,0.200,5,40
6,3.500,0.200,1,37
6,3.500,0.200,5,20
6,3.500,0.200,3,37
6,3.500,0.200,3,32
6,3.500,0.200,6,24
6,3.500,0.200,1,19
6,3.500,0.200,2,39
6,3.500,0.200,6,36
6,3.500,0.200,8,32
6,3.500,0.200,1,14
6,3.500,0.200,5,50
6,3.500,0.200,2,25
6,3.500,0.200,3,16
6,3.500,0.200,6,21
6,3.500,0.200,6,10
6,3.500,0.200,3,34
6,3.500,0.200,1,63
6,3.500,0.200,4,32
6,3.500,0.200,2,43
6,3.500,0.200,6,34
6,3.500,0.200,4,41
6,3.500,0.200,4,41
6,3.500,0.200,3,63
6,3.500,0.200,5,35
6,3.500,0.200,1,15
6,3.500,0.200,3,30
6,3.500,0.200,2,13
6,3.500,0.200,7,48
6,3.500,0.200,5,31
6,3.500,0.200,4,25
6,3.500,0.200,2,21
6,3.500,0.200,4,31
6,3.500,0.200,6,49
6,3.500,0.200,3,32
6,3.500,0.200,1,15
6,3.500,0.200,8,37
6,3.500,0.200,1,37
6,3.500,0.200,2,13
6,3.500,0.200,2,41
6,3.500,0.200,2,43
6,3.500,0.200,2,14
6,3.500,0.200,3,17
6,3.500,0.200,8,46
6,3.500,0.200,5,21
6,3.500,0.200,4,23
6,3.500,0.200,4,10
6,3.500,0.200,2,44
6,3.500,0.200,5,30
6,3.500,0.200,2,19
6,3.500,0.200,1,21
6,3.500,0.200,2,25
6,3.500,0.200,4,38
6,3.500,0.200,1,15
6,3.500,0.200,3,17
6,3.500,0.200,8,23
6,3.500,0.200,2,17
6,3.500,0.200,6,38
6,3.500,0.200,6,34
6,3.500,0.200,4,29
6,3.500,0.200,1,29
6,3.500,0.200,11,37
6,3.500,0.200,1,26
6,3.500,0.200,3,56
6,3.500,0.200,3,34
6,3.500,0.200,2,21
6,3.500,0.200,7,37
6,3.500,0.200,6,39
6,3.500,0.200,4,33
6,3.500,0.200,6,12
6,3.500,0.200,2,22
6,3.500,0.200,8,36
6,3.500,0.200,4,11
6,3.500,0.200,3,34
6,3.500,0.200,8,43
6,3.500,0.200,5,42
6,3.500,0.200,4,39
6,3.500,0.200,3,25
6,3.500,0.200,4,34
6,3.500,0.200,4,36
6,3.500,0.200,1,21
6,3.500,0.200,4,33
6,3.500,0.200,2,11
6,3.500,0.200,2,17
6,3.500,0.200,1,21
6,3.500,0.200,3,26
6,3.500,0.200,6,18
6,3.500,0.200,5,35
6,3.500,0.200,2,12
6,3.500,0.200,6,22
6,3.500,0.200,3,33
6,3.500,0.200,5,19
6,3.500,0.200,4,17
6,3.500,0.200,3,29
6,3.500,0.200,4,22
6,3.500,0.200,2,13
6,3.500,0.200,2,17
6,3.500,0.200,5,30
6,3.500,0.200,3,44
6,3.500,0.200,7,38
6,3.500,0.200,5,63
6,3.500,0.200,3,19
6,3.500,0.200,7,38
6,3.500,0.200,3,16
6,3.500,0.200,3,55
6,3.500,0.200,3,31
6,3.500,0.200,7,37
6,3.500,0.200,2,15
6,3.500,0.200,9,27
6,3.500,0.200,4,13
6,3.500,0.200,5,40
6,3.500,0.200,5,30
6,3.500,0.200,1,12
6,3.500,0.200,4,15
6,3.500,0.200,8,27
6,3.500,0.200,5,18
6,3.500,0.200,3,17
6,3.500,0.200,2,32
6,3.500,0.200,8,43
6,3.500,0.200,4,38
6,3.500,0.200,2,18
6,3.500,0.200,3,37
6,3.500,0.200,4,40
6,3.500,0.200,4,35
6,3.500,0.200,2,11
6,3.500,0.200,6,26
6,3.500,0.200,5,26
6,3.500,0.200,4,29
6,3.500,0.200,4,28
6,3.500,0.200,2,56
6,3.500,0.200,5,43
6,3.500,0.200,5,31
6,3.500,0.200,3,18
6,3.500,0.200,1,30
6,3.500,0.200,4,32
6,3.500,0.200,4,25
6,3.500,0.500,6,22
6,3.500,0.500,4,14
6,3.500,0.500,5,40
6,3.500,0.500,3,25
6,3.500,0.500,4,61
6,3.500,0.500,3,17
6,3.500,0.500,6,38
6,3.500,0.500,8,19
6,3.500,0.500,3,31
6,3.500,0.500,1,33
6,3.500,0.500,2,39
6,3.500,0.500,4,57
6,3.500,0.500,3,34
6,3.500,0.500,2,41
6,3.500,0.500,3,19
6,3.500,0.500,1,22
6,3.500,0.500,2,21
6,3.500,0.500,3,21
6,3.500,0.500,4,39
6,3.500,0.500,3,30
6,3.500,0.500,8,52
6,3.500,0.500,2,22
6,3.500,0.500,3,30
6,3.500,0.500,7,40
6,3.500,0.500,1,21
6,3.500,0.500,2,15
6,3.500,0.500,2,25
6,3.500,0.500,3,30
6,3.500,0.500,3,38
6,3.500,0.500,3,25
6,3.500,0.500,1,14
6,3.500,0.500,2,10
6,3.500,0.500,3,48
6,3.500,0.500,7,34
6,3.500,0.500,3,23
6,3.500,0.500,1,17
6,3.500,0.500,4,29
6,3.500,0.500,8,20
6,3.500,0.500,5,24
6,3.500,0.500,2,33
6,3.500,0.500,5,34
6,3.500,0.500,2,31
6,3.500,0.500,2,56
6,3.500,0.500,4,32
6,3.500,0.500,6,38
6,3.500,0.500,2,31
6,3.500,0.500,1,12
6,3.500,0.500,7,38
6,3.500,0.500,1,23
6,3.500,0.500,9,36
6,3.500,0.500,4,36
6,3.500,0.500,2,41
6,3.500,0.500,5,31
6,3.500,0.500,7,39
6,3.500,0.500,3,48
6,3.500,0.500,3,47
6,3.500,0.500,1,14
6,3.500,0.500,3,25
6,3.500,0.500,4,35
6,3.500,0.500,1,22
6,3.500,0.500,2,27
6,3.500,0.500,1,18
6,3.500,0.500,2,18
6,3.500,0.500,2,21
6,3.500,0.500,1,38
6,3.500,0.500,7,35
6,3.500,0.500,3,18
6,3.500,0.500,1,29
6,3.500,0.500,2,19
6,3.500,0.500,3,45
6,3.500,0.500,2,22
6,3.500,0.500,1,30
6,3.500,0.500,5,38
6,3.500,0.500,2,42
6,3.500,0.500,4,30
6,3.500,0.500,4,63
6,3.500,0.500,2,18
6,3.500,0.500,3,35
6,3.500,0.500,4,17
6,3.500,0.500,1,29
6,3.500,0.500,2,11
6,3.500,0.500,1,13
6,3.500,0.500,1,15
6,3.500,0.500,4,27
6,3.500,0.500,6,26
6,3.500,0.500,3,31
6,3.500,0.500,2,17
6,3.500,0.500,2,18
6,3.500,0.500,2,17
6,3.500,0.500,5,37
6,3.500,0.500,4,18
6,3.500,0.500,2,17
6,3.500,0.500,2,15
6,3.500,0.500,2,15
6,3.500,0.500,2,25
6,3.500,0.500,3,28
6,3.500,0.500,5,29
6,3.500,0.500,5,24
6,3.500,0.500,6,34
6,3.500,0.500,3,38
6,3.500,0.500,3,29
6,3.500,0.500,6,36
6,3.500,0.500,2,18
6,3.500,0.500,1,25
6,3.500,0.500,5,24
6,3.500,0.500,4,32
6,3.500,0.500,2,15
6,3.500,0.500,9,50
6,3.500,0.500,3,15
6,3.500,0.500,4,20
6,3.500,0.500,3,46
6,3.500,0.500,10,36
6,3.500,0.500,6,44
6,3.500,0.500,2,30
6,3.500,0.500,4,27
6,3.500,0.500,6,22
6,3.500,0.500,2,56
6,3.500,0.500,3,26
6,3.500,0.500,3,16
6,3.500,0.500,3,30
6,3.500,0.500,1,23
6,3.500,0.500,11,38
6,3.500,0.500,3,21
6,3.500,0.500,4,35
6,3.500,0.500,6,27
6,3.500,0.500,6,28
6,3.500,0.500,2,18
6,3.500,0.500,2,29
6,3.500,0.500,7,28
6,3.500,0.500,3,30
6,3.500,0.500,4,42
6,3.500,0.500,5,46
6,3.500,0.500,7,29
6,3.500,0.500,5,27
6,3.500,0.500,6,33
6,3.500,0.500,4,36
6,3.500,0.500,2,17
6,3.500,0.500,4,35
6,3.500,0.500,2,25
6,3.500,0.500,4,11
6,3.500,0.500,3,31
6,3.500,0.500,2,18
6,3.500,0.500,3,32
6,3.500,0.500,5,26
6,3.500,0.500,3,48
6,3.500,0.500,5,27
6,3.500,0.500,4,44
6,3.500,0.500,3,30
6,3.500,0.500,1,38
6,3.500,0.500,5,32
6,3.500,0.500,2,22
6,3.500,0.500,3,36
6,3.500,0.500,5,28
6,3.500,0.500,1,23
6,3.500,0.500,1,29
6,3.500,0.500,4,22
6,3.500,0.500,2,20
6,3.500,0.500,5,36
6,3.500,0.500,5,30
6,3.500,0.500,2,24
6,3.500,0.500,1,48
6,3.500,0.500,3,21
6,3.500,0.500,6,36
6,3.500,0.500,3,31
6,3.500,0.500,5,38
6,3.500,0.500,5,42
6,3.500,0.500,5,31
6,3.500,0.500,1,37
6,3.500,0.500,3,34
6,3.500,0.500,4,14
6,3.500,0.500,2,25
6,3.500,0.500,7,22
6,3.500,0.500,1,21
6,3.500,0.500,4,25
6,3.500,0.500,3,17
6,3.500,0.500,3,23
6,3.500,0.500,7,38
6,3.500,0.500,2,27
6,3.500,0.500,1,25
6,3.500,0.500,5,25
6,3.500,0.500,2,35
6,3.500,0.500,6,52
6,3.500,0.500,4,25
6,3.500,0.500,2,15
6,3.500,0.500,4,18
6,3.500,0.500,2,14
6,3.500,0.500,4,15
6,3.500,0.500,5,46
6,3.500,0.500,4,35
6,3.500,0.500,7,56
6,3.500,0.500,8,38
6,3.500,0.500,2,11
6,3.500,0.500,1,15
6,3.500,0.500,5,45
6,3.500,0.500,3,22
6,3.500,0.500,4,10
6,3.500,0.500,6,32
6,3.500,0.500,4,33
6,3.500,0.500,1,22
6,3.500,0.500,4,24
6,3.500,0.500,1,23
6,3.500,0.500,2,14
6,3.500,0.500,3,33
6,3.500,0.500,1,16
6,3.500,0.500,3,33
6,3.500,0.500,4,23
6,3.500,0.500,2,21
6,3.500,0.500,2,17
6,3.500,0.500,1,17
6,3.500,0.500,2,10
6,3.500,0.500,3,15
6,3.500,0.500,1,25
6,3.500,0.500,6,27
6,3.500,0.500,8,21
6,3.500,0.500,3,37
6,3.500,0.500,6,16
6,3.500,0.500,8,18
6,3.500,0.500,5,38
6,3.500,0.500,2,31
6,3.500,0.500,7,24
6,3.500,0.500,1,23
6,3.500,0.500,5,31
6,3.500,0.500,6,35
6,3.500,0.500,4,23
6,3.500,0.500,2,15
6,3.500,0.500,6,31
6,3.500,0.500,5,29
6,3.500,0.500,2,15
6,3.500,0.500,3,37
6,3.500,0.500,2,12
6,3.500,0.500,3,23
6,3.500,0.500,4,13
6,3.500,0.500,4,16
6,3.500,0.500,4,40
6,3.500,0.500,4,21
6,3.500,0.500,2,10
6,3.500,0.500,2,22
6,3.500,0.500,3,34
6,3.500,0.500,1,37
6,3.500,0.500,9,44
6,3.500,0.500,3,28
6,3.500,0.500,2,21
6,3.500,0.500,2,33
6,3.500,0.500,1,63
6,3.500,0.500,1,19
6,3.500,0.500,6,34
6,3.500,0.500,4,29
6,3.500,0.500,1,19
6,3.500,0.500,4,9
6,3.500,0.500,1,15
6,3.500,0.500,6,26
6,3.500,0.500,2,17
6,3.500,0.500,1,17
6,3.500,0.500,1,17
6,3.500,0.500,4,27
6,3.500,0.500,5,37
6,3.500,0.500,2,10
6,3.500,0.500,4,29
6,3.500,0.500,1,15
6,3.500,0.500,3,14
6,3.500,0.500,1,21
6,3.500,0.500,3,38
6,3.500,0.500,2,22
6,3.500,0.500,1,25
6,3.500,0.500,7,45
6,3.500,0.500,2,43
6,3.500,0.500,3,14
6,3.500,0.500,6,25
6,3.500,0.500,5,57
6,3.500,0.500,2,21
6,3.500,0.500,2,21
6,3.500,0.500,2,21
6,3.500,0.500,2,14
6,3.500,0.500,6,29
6,3.500,0.500,2,13
6,3.500,0.500,1,11
6,3.500,0.500,3,38
6,3.500,0.750,6,41
6,3.500,0.750,1,26
6,3.500,0.750,2,19
6,3.500,0.750,3,36
6,3.500,0.750,5,32
6,3.500,0.750,4,46
6,3.500,0.750,4,52
6,3.500,0.750,3,41
6,3.500,0.750,5,63
6,3.500,0.750,2,10
6,3.500,0.750,5,28
6,3.500,0.750,4,24
6,3.500,0.750,8,38
6,3.500,0.750,4,32
6,3.500,0.750,1,48
6,3.500,0.750,7,49
6,3.500,0.750,5,30
6,3.500,0.750,4,53
6,3.500,0.750,1,19
6,3.500,0.750,5,36
6,3.500,0.750,4,10
6,3.500,0.750,4,16
6,3.500,0.750,3,25
6,3.500,0.750,4,19
6,3.500,0.750,3,63
6,3.500,0.750,8,35
6,3.500,0.750,4,31
6,3.500,0.750,4,38
6,3.500,0.750,6,31
6,3.500,0.750,1,23
6,3.500,0.750,2,28
6,3.500,0.750,2,20
6,3.500,0.750,2,20
6,3.500,0.750,1,25
6,3.500,0.750,3,37
6,3.500,0.750,6,19
6,3.500,0.750,4,20
6,3.500,0.750,1,15
6,3.500,0.750,2,25
6,3.500,0.750,4,13
6,3.500,0.750,2,16
6,3.500,0.750,2,17
6,3.500,0.750,4,9
6,3.500,0.750,5,27
6,3.500,0.750,4,35
6,3.500,0.750,5,56
6,3.500,0.750,3,30
6,3.500,0.750,2,32
6,3.500,0.750,3,17
6,3.500,0.750,1,21
6,3.500,0.750,4,36
6,3.500,0.750,4,22
6,3.500,0.750,2,22
6,3.500,0.750,2,29
6,3.500,0.750,2,46
6,3.500,0.750,7,51
6,3.500,0.750,3,63
6,3.500,0.750,1,17
6,3.500,0.750,5,38
6,3.500,0.750,3,30
6,3.500,0.750,8,9
6,3.500,0.750,2,18
6,3.500,0.750,1,22
6,3.500,0.750,1,15
6,3.500,0.750,3,25
6,3.500,0.750,1,33
6,3.500,0.750,3,30
6,3.500,0.750,2,32
6,3.500,0.750,3,25
6,3.500,0.750,4,26
6,3.500,0.750,2,58
6,3.500,0.750,5,15
6,3.500,0.750,4,38
6,3.500,0.750,3,48
6,3.500,0.750,3,20
6,3.500,0.750,3,36
6,3.500,0.750,3,21
6,3.500,0.750,2,22
6,3.500,0.750,2,13
6,3.500,0.750,3,31
6,3.500,0.750,9,55
6,3.500,0.750,4,36
6,3.500,0.750,4,22
6,3.500,0.750,5,29
6,3.500,0.750,4,17
6,3.500,0.750,3,24
6,3.500,0.750,3,39
6,3.500,0.750,4,23
6,3.500,0.750,3,56
6,3.500,0.750,2,21
6,3.500,0.750,2,35
6,3.500,0.750,2,22
6,3.500,0.750,3,30
6,3.500,0.750,2,25
6,3.500,0.750,5,16
6,3.500,0.750,1,22
6,3.500,0.750,1,63
6,3.500,0.750,5,40
6,3.500,0.750,1,63
6,3.500,0.750,11,37
6,3.500,0.750,2,27
6,3.500,0.750,3,36
6,3.500,0.750,2,17
6,3.500,0.750,1,38
6,3.500,0.750,1,37
6,3.500,0.750,4,18
6,3.500,0.750,5,23
6,3.500,0.750,4,33
6,3.500,0.750,6,12
6,3.500,0.750,5,38
6,3.500,0.750,5,40
6,3.500,0.750,9,31
6,3.500,0.750,3,15
6,3.500,0.750,4,24
6,3.500,0.750,4,40
6,3.500,0.750,4,26
6,3.500,0.750,1,13
6,3.500,0.750,3,27
6,3.500,0.750,6,23
6,3.500,0.750,6,22
6,3.500,0.750,4,36
6,3.500,0.750,5,40
6,3.500,0.750,4,35
6,3.500,0.750,9,42
6,3.500,0.750,3,19
6,3.500,0.750,4,34
6,3.500,0.750,5,29
6,3.500,0.750,1,37
6,3.500,0.750,1,12
6,3.500,0.750,5,48
6,3.500,0.750,3,59
6,3.500,0.750,2,22
6,3.500,0.750,4,35
6,3.500,0.750,2,22
6,3.500,0.750,2,32
6,3.500,0.750,4,25
6,3.500,0.750,6,12
6,3.500,0.750,2,13
6,3.500,0.750,6,26
6,3.500,0.750,6,55
6,3.500,0.750,4,46
6,3.500,0.750,4,48
6,3.500,0.750,5,24
6,3.500,0.750,5,33
6,3.500,0.750,4,37
6,3.500,0.750,2,25
6,3.500,0.750,3,26
6,3.500,0.750,4,17
6,3.500,0.750,4,29
6,3.500,0.750,5,35
6,3.500,0.750,3,21
6,3.500,0.750,3,19
6,3.500,0.750,3,21
6,3.500,0.750,3,17
6,3.500,0.750,4,48
6,3.500,0.750,3,29
6,3.500,0.750,1,29
6,3.500,0.750,4,15
6,3.500,0.750,3,50
6,3.500,0.750,4,10
6,3.500,0.750,2,31
6,3.500,0.750,5,54
6,3.500,0.750,3,33
6,3.500,0.750,2,11
6,3.500,0.750,1,11
6,3.500,0.750,5,43
6,3.500,0.750,2,39
6,3.500,0.750,3,30
6,3.500,0.750,2,38
6,3.500,0.750,3,27
6,3.500,0.750,2,15
6,3.500,0.750,2,23
6,3.500,0.750,1,23
6,3.500,0.750,2,19
6,3.500,0.750,1,14
6,3.500,0.750,2,18
6,3.500,0.750,2,21
6,3.500,0.750,4,36
6,3.500,0.750,2,14
6,3.500,0.750,5,37
6,3.500,0.750,3,40
6,3.500,0.750,3,19
6,3.500,0.750,3,33
6,3.500,0.750,5,42
6,3.500,0.750,5,37
6,3.500,0.750,2,54
6,3.500,0.750,2,18
6,3.500,0.750,5,35
6,3.500,0.750,2,14
6,3.500,0.750,3,59
6,3.500,0.750,1,17
6,3.500,0.750,2,18
6,3.500,0.750,6,33
6,3.500,0.750,3,26
6,3.500,0.750,6,18
6,3.500,0.750,2,22
6,3.500,0.750,7,38
6,3.500,0.750,1,29
6,3.500,0.750,7,26
6,3.500,0.750,2,11
6,3.500,0.750,1,21
6,3.500,0.750,4,39
6,3.500,0.750,4,37
6,3.500,0.750,4,47
6,3.500,0.750,6,34
6,3.500,0.750,4,27
6,3.500,0.750,3,33
6,3.500,0.750,2,61
6,3.500,0.750,1,21
6,3.500,0.750,4,37
6,3.500,0.750,2,15
6,3.500,0.750,3,28
6,3.500,0.750,1,23
6,3.500,0.750,2,23
6,3.500,0.750,1,63
6,3.500,0.750,2,14
6,3.500,0.750,2,15
6,3.500,0.750,4,26
6,3.500,0.750,9,39
6,3.500,0.750,6,57
6,3.500,0.750,2,41
6,3.500,0.750,9,56
6,3.500,0.750,2,17
6,3.500,0.750,1,11
6,3.500,0.750,4,45
6,3.500,0.750,4,17
6,3.500,0.750,2,24
6,3.500,0.750,3,31
6,3.500,0.750,4,41
6,3.500,0.750,1,25
6,3.500,0.750,4,21
6,3.500,0.750,4,17
6,3.500,0.750,4,24
6,3.500,0.750,4,30
6,3.500,0.750,3,25
6,3.500,0.750,3,14
6,3.500,0.750,5,63
6,3.500,0.750,4,38
6,3.500,0.750,4,28
6,3.500,0.750,2,16
6,3.500,0.750,1,30
6,3.500,0.750,3,38
6,3.500,0.750,2,29
6,3.500,0.750,4,27
6,3.500,0.750,3,52
6,3.500,0.750,4,23
6,3.500,0.750,1,21
6,3.500,0.750,4,24
6,3.500,0.750,4,13
6,3.500,0.750,4,38
6,3.500,0.750,4,24
6,3.500,0.750,2,17
6,3.500,0.750,2,41
6,3.500,0.750,3,52
6,3.500,0.750,5,35
6,3.500,0.750,4,25
6,3.500,0.750,3,21
6,3.500,0.750,3,18
6,3.500,0.750,2,22
6,3.500,0.750,4,17
6,3.500,0.750,2,26
6,3.500,0.750,2,42
6,3.500,0.750,2,11
6,3.500,0.750,2,21
6,3.500,0.750,2,18
6,3.500,0.750,2,15
6,3.500,0.750,7,32
6,3.500,0.750,3,29
6,3.500,0.750,6,35
6,3.500,0.750,3,41
6,3.500,0.750,2,17
6,3.500,0.750,4,47
6,3.500,0.750,4,14
6,3.500,0.900,2,11
6,3.500,0.900,6,37
6,3.500,0.900,3,37
6,3.500,0.900,6,41
6,3.500,0.900,2,22
6,3.500,0.900,1,11
6,3.500,0.900,1,48
6,3.500,0.900,2,29
6,3.500,0.900,3,16
6,3.500,0.900,3,43
6,3.500,0.900,2,36
6,3.500,0.900,6,16
6,3.500,0.900,4,38
6,3.500,0.900,5,42
6,3.500,0.900,2,13
6,3.500,0.900,4,42
6,3.500,0.900,2,34
6,3.500,0.900,4,26
6,3.500,0.900,5,34
6,3.500,0.900,3,45
6,3.500,0.900,3,26
6,3.500,0.900,7,47
6,3.500,0.900,3,13
6,3.500,0.900,1,17
6,3.500,0.900,5,60
6,3.500,0.900,1,22
6,3.500,0.900,1,19
6,3.500,0.900,2,32
6,3.500,0.900,4,42
6,3.500,0.900,2,32
6,3.500,0.900,1,15
6,3.500,0.900,5,24
6,3.500,0.900,3,22
6,3.500,0.900,2,31
6,3.500,0.900,3,13
6,3.500,0.900,4,27
6,3.500,0.900,2,12
6,3.500,0.900,3,14
6,3.500,0.900,1,17
6,3.500,0.900,4,33
6,3.500,0.900,7,38
6,3.500,0.900,3,33
6,3.500,0.900,8,37
6,3.500,0.900,5,26
6,3.500,0.900,1,41
6,3.500,0.900,1,22
6,3.500,0.900,3,31
6,3.500,0.900,2,60
6,3.500,0.900,9,48
6,3.500,0.900,3,39
6,3.500,0.900,3,18
6,3.500,0.900,5,58
6,3.500,0.900,2,27
6,3.500,0.900,4,32
6,3.500,0.900,3,34
6,3.500,0.900,2,25
6,3.500,0.900,3,29
6,3.500,0.900,4,33
6,3.500,0.900,2,17
6,3.500,0.900,3,35
6,3.500,0.900,3,41
6,3.500,0.900,4,27
6,3.500,0.900,7,26
6,3.500,0.900,4,50
6,3.500,0.900,4,55
6,3.500,0.900,3,19
6,3.500,0.900,4,41
6,3.500,0.900,1,29
6,3.500,0.900,3,21
6,3.500,0.900,4,34
6,3.500,0.900,3,43
6,3.500,0.900,5,48
6,3.500,0.900,2,10
6,3.500,0.900,1,25
6,3.500,0.900,2,41
6,3.500,0.900,2,32
6,3.500,0.900,4,9
6,3.500,0.900,1,41
6,3.500,0.900,1,15
6,3.500,0.900,3,63
6,3.500,0.900,2,14
6,3.500,0.900,4,37
6,3.500,0.900,3,37
6,3.500,0.900,5,18
6,3.500,0.900,5,50
6,3.500,0.900,3,41
6,3.500,0.900,5,55
6,3.500,0.900,4,38
6,3.500,0.900,4,30
6,3.500,0.900,5,43
6,3.500,0.900,2,12
6,3.500,0.900,4,23
6,3.500,0.900,3,23
6,3.500,0.900,3,31
6,3.500,0.900,5,18
6,3.500,0.900,6,41
6,3.500,0.900,4,21
6,3.500,0.900,8,31
6,3.500,0.900,5,34
6,3.500,0.900,2,17
6,3.500,0.900,3,15
6,3.500,0.900,2,25
6,3.500,0.900,6,39
6,3.500,0.900,2,33
6,3.500,0.900,7,23
6,3.500,0.900,2,12
6,3.500,0.900,5,47
6,3.500,0.900,9,49
6,3.500,0.900,5,22
6,3.500,0.900,1,19
6,3.500,0.900,5,33
6,3.500,0.900,3,50
6,3.500,0.900,5,30
6,3.500,0.900,2,22
6,3.500,0.900,2,61
6,3.500,0.900,2,36
6,3.500,0.900,6,37
6,3.500,0.900,4,39
6,3.500,0.900,8,45
6,3.500,0.900,2,18
6,3.500,0.900,3,36
6,3.500,0.900,2,12
6,3.500,0.900,1,17
6,3.500,0.900,2,35
6,3.500,0.900,3,31
6,3.500,0.900,4,44
6,3.500,0.900,1,16
6,3.500,0.900,5,46
6,3.500,0.900,3,51
6,3.500,0.900,1,16
6,3.500,0.900,4,49
6,3.500,0.900,4,33
6,3.500,0.900,4,16
6,3.500,0.900,4,18
6,3.500,0.900,6,32
6,3.500,0.900,6,42
6,3.500,0.900,5,22
6,3.500,0.900,5,55
6,3.500,0.900,1,63
6,3.500,0.900,2,21
6,3.500,0.900,3,48
6,3.500,0.900,4,33
6,3.500,0.900,2,12
6,3.500,0.900,1,11
6,3.500,0.900,2,20
6,3.500,0.900,4,49
6,3.500,0.900,3,40
6,3.500,0.900,3,20
6,3.500,0.900,1,11
6,3.500,0.900,1,25
6,3.500,0.900,2,29
6,3.500,0.900,2,18
6,3.500,0.900,5,48
6,3.500,0.900,2,42
6,3.500,0.900,2,21
6,3.500,0.900,6,35
6,3.500,0.900,1,63
6,3.500,0.900,6,29
6,3.500,0.900,6,28
6,3.500,0.900,7,45
6,3.500,0.900,3,48
6,3.500,0.900,1,22
6,3.500,0.900,2,15
6,3.500,0.900,1,11
6,3.500,0.900,3,20
6,3.500,0.900,3,27
6,3.500,0.900,2,15
6,3.500,0.900,6,17
6,3.500,0.900,5,39
6,3.500,0.900,1,15
6,3.500,0.900,3,28
6,3.500,0.900,4,27
